epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,273.178,2.75066,4.42827,0.01909,0.41497,0.24701,0.31217,0.15383,2.60741,8.92044,0.07407,0.00993289,0.00331096,0.00993289,0.00331096,0.0768233,0.0702013,0.00993289,0.00331096
2,719.563,1.74596,2.55035,0.01137,0.46577,0.54969,0.49831,0.24276,1.76682,4.41331,0.03987,0.0199323,0.00664411,0.0199323,0.00664411,0.0534894,0.0402012,0.0199323,0.00664411
3,1043.92,1.55329,2.05195,0.00925,0.51013,0.54526,0.5119,0.29799,1.46682,3.73713,0.03118,0.0299296,0.00997655,0.0299296,0.00997655,0.0301533,0.0102003,0.0299296,0.00997655
4,1392.66,1.43962,1.78353,0.0087,0.5512,0.60206,0.58181,0.34756,1.60798,3.39876,0.0366,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756
5,1658.39,1.36342,1.51156,0.00783,0.68352,0.64022,0.68752,0.43171,1.47323,2.63078,0.03568,0.029987,0.00999566,0.029987,0.00999566,0.029987,0.00999566,0.029987,0.00999566
6,1909.12,1.30284,1.33163,0.0074,0.6559,0.68858,0.71533,0.45748,1.36121,2.22281,0.0272,0.0299796,0.00999322,0.0299796,0.00999322,0.0299796,0.00999322,0.0299796,0.00999322
7,2195.76,1.24299,1.17964,0.00672,0.70928,0.6942,0.75247,0.49931,1.31326,1.94763,0.02596,0.0299707,0.00999023,0.0299707,0.00999023,0.0299707,0.00999023,0.0299707,0.00999023
8,2465.82,1.22393,1.09155,0.00661,0.64441,0.68203,0.68545,0.46375,1.42985,1.96345,0.03255,0.0299601,0.00998671,0.0299601,0.00998671,0.0299601,0.00998671,0.0299601,0.00998671
9,2861.97,1.20207,1.01456,0.00635,0.76072,0.76586,0.81678,0.54948,1.2427,1.51796,0.02517,0.0299479,0.00998264,0.0299479,0.00998264,0.0299479,0.00998264,0.0299479,0.00998264
10,3141.96,1.16518,0.95894,0.00607,0.73981,0.7509,0.80088,0.51631,1.33126,1.56174,0.02652,0.0299341,0.00997803,0.0299341,0.00997803,0.0299341,0.00997803,0.0299341,0.00997803
11,3426.39,1.14301,0.89831,0.00595,0.76309,0.72398,0.79244,0.54462,1.1862,1.3136,0.02252,0.0299187,0.00997288,0.0299187,0.00997288,0.0299187,0.00997288,0.0299187,0.00997288
12,3798.57,1.13036,0.854,0.00601,0.69928,0.73087,0.75611,0.52888,1.20744,1.34167,0.02406,0.0299016,0.0099672,0.0299016,0.0099672,0.0299016,0.0099672,0.0299016,0.0099672
13,4159.27,1.12117,0.81553,0.00565,0.73444,0.75074,0.78437,0.5402,1.34413,1.30986,0.02806,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097
14,4508.25,1.09749,0.77837,0.00566,0.76977,0.74336,0.80989,0.55557,1.17781,1.18818,0.02202,0.0298626,0.0099542,0.0298626,0.0099542,0.0298626,0.0099542,0.0298626,0.0099542
15,4780.01,1.08893,0.76241,0.00553,0.73564,0.74557,0.78135,0.53969,1.28463,1.31944,0.02644,0.0298407,0.0099469,0.0298407,0.0099469,0.0298407,0.0099469,0.0298407,0.0099469
16,5079.01,1.08051,0.73043,0.0054,0.70811,0.6407,0.71192,0.4933,1.50331,1.458,0.03376,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906
17,5421.76,1.06159,0.71162,0.00527,0.79315,0.78603,0.85223,0.58098,1.18847,1.06907,0.02185,0.029792,0.00993068,0.029792,0.00993068,0.029792,0.00993068,0.029792,0.00993068
18,5775.94,1.05755,0.7145,0.00527,0.78948,0.69699,0.77641,0.52211,1.33129,1.2508,0.02702,0.0297653,0.00992177,0.0297653,0.00992177,0.0297653,0.00992177,0.0297653,0.00992177
19,6123.29,1.03987,0.68295,0.0052,0.7683,0.77461,0.82906,0.58955,1.17539,1.07433,0.02296,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232
20,6415.18,1.02997,0.65868,0.00518,0.77343,0.74698,0.8062,0.547,1.22421,1.1287,0.02299,0.029707,0.00990234,0.029707,0.00990234,0.029707,0.00990234,0.029707,0.00990234
21,6710.43,1.03499,0.65855,0.00521,0.78309,0.73557,0.80697,0.57456,1.19019,1.10959,0.023,0.0296755,0.00989183,0.0296755,0.00989183,0.0296755,0.00989183,0.0296755,0.00989183
22,6994.9,1.02849,0.64521,0.00506,0.76776,0.75209,0.82233,0.58493,1.21271,1.0665,0.02419,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079
23,7308.59,1.0175,0.63111,0.00493,0.81008,0.77982,0.85184,0.59377,1.15188,1.02667,0.02166,0.0296076,0.00986922,0.0296076,0.00986922,0.0296076,0.00986922,0.0296076,0.00986922
24,7587.49,1.00752,0.6209,0.00496,0.79377,0.75511,0.83591,0.59239,1.16995,0.96215,0.02156,0.0295713,0.00985711,0.0295713,0.00985711,0.0295713,0.00985711,0.0295713,0.00985711
25,7902.98,0.98822,0.60636,0.00481,0.81216,0.75578,0.83188,0.56888,1.2699,1.06024,0.02586,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449
26,8315.42,0.99367,0.59363,0.00479,0.78354,0.74689,0.81617,0.57417,1.12798,0.98625,0.02012,0.029494,0.00983133,0.029494,0.00983133,0.029494,0.00983133,0.029494,0.00983133
27,8609.04,0.99572,0.59387,0.00474,0.80471,0.77777,0.84986,0.61535,1.08854,0.96932,0.01972,0.029453,0.00981765,0.029453,0.00981765,0.029453,0.00981765,0.029453,0.00981765
28,8891.36,0.97371,0.58087,0.00495,0.79372,0.77399,0.82779,0.5968,1.08689,0.96331,0.0196,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345
29,9145.06,0.97094,0.58607,0.00485,0.77827,0.76808,0.81822,0.58528,1.18141,1.0358,0.02289,0.0293662,0.00978873,0.0293662,0.00978873,0.0293662,0.00978873,0.0293662,0.00978873
30,9550.07,0.98246,0.57947,0.00471,0.78969,0.7658,0.83179,0.59869,1.13436,1.00458,0.02187,0.0293205,0.00977349,0.0293205,0.00977349,0.0293205,0.00977349,0.0293205,0.00977349
31,9810.21,0.96293,0.56821,0.00463,0.78385,0.75066,0.83398,0.58971,1.15265,0.97615,0.02186,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773
32,10127.2,0.95512,0.55021,0.00458,0.7273,0.74655,0.7716,0.53466,1.23947,1.14503,0.02547,0.0292244,0.00974145,0.0292244,0.00974145,0.0292244,0.00974145,0.0292244,0.00974145
33,10482.6,0.96531,0.54785,0.00454,0.74921,0.71621,0.77503,0.55089,1.31742,1.1325,0.02762,0.029174,0.00972466,0.029174,0.00972466,0.029174,0.00972466,0.029174,0.00972466
