epoch,stability,assigned_frac,anchors_per_gt,DR,miss_frac,dup_frac,cm_mean,cm_median
1,nan,1.0000,1.000,0.8000,0.3200,0.1156,0.3470,0.2855
2,0.4622,1.0000,1.000,0.9222,0.1844,0.1044,0.4998,0.5421
3,0.6178,1.0000,1.000,0.8111,0.2422,0.0533,0.4403,0.4649
4,0.5000,1.0000,1.000,0.9311,0.2067,0.1356,0.5259,0.6043
5,0.6133,1.0000,1.000,0.8311,0.2200,0.0467,0.5189,0.5863
6,0.5778,1.0000,1.000,0.8711,0.1867,0.0556,0.5989,0.7304
7,0.6489,1.0000,1.000,0.8156,0.2378,0.0533,0.5312,0.6546
8,0.6467,1.0000,1.000,0.9111,0.1800,0.0844,0.5596,0.6918
9,0.5222,1.0000,1.000,0.8644,0.1733,0.0378,0.6050,0.7227
10,0.6511,1.0000,1.000,0.8956,0.1778,0.0733,0.5895,0.7273
11,0.6578,1.0000,1.000,0.8333,0.2156,0.0489,0.5585,0.6889
12,0.6667,1.0000,1.000,0.9133,0.1756,0.0800,0.5759,0.7165
13,0.5600,1.0000,1.000,0.8778,0.2000,0.0644,0.5662,0.6878
14,0.5000,1.0000,1.000,0.8556,0.1911,0.0444,0.5616,0.6775
15,0.6533,1.0000,1.000,0.9667,0.1111,0.0778,0.6521,0.7922
16,0.6267,1.0000,1.000,0.7889,0.2378,0.0267,0.5731,0.7109
17,0.5000,1.0000,1.000,0.8511,0.1867,0.0378,0.5897,0.7180
18,0.6578,1.0000,1.000,0.8911,0.1667,0.0578,0.6052,0.7445
19,0.5800,1.0000,1.000,0.8689,0.1533,0.0222,0.6377,0.7887
20,0.7000,1.0000,1.000,0.8667,0.1778,0.0444,0.6043,0.7528
21,0.6267,1.0000,1.000,0.8311,0.2156,0.0467,0.5649,0.7110
22,0.6178,1.0000,1.000,0.8822,0.1889,0.0689,0.5899,0.7498
23,0.6578,1.0000,1.000,0.8111,0.2311,0.0422,0.5800,0.7261
24,0.4689,1.0000,1.000,0.8333,0.2044,0.0378,0.6029,0.7758
25,0.6778,1.0000,1.000,0.8244,0.2533,0.0733,0.5498,0.6694
26,0.7067,1.0000,1.000,0.8311,0.2067,0.0378,0.6081,0.7716
27,0.6333,1.0000,1.000,0.7511,0.2822,0.0333,0.5480,0.6849
28,0.6156,1.0000,1.000,0.7644,0.2844,0.0467,0.5066,0.5776
29,0.6289,1.0000,1.000,0.8622,0.1667,0.0289,0.6395,0.7974
30,0.5911,1.0000,1.000,0.8933,0.1356,0.0289,0.6784,0.8134
31,0.6689,1.0000,1.000,0.7622,0.2600,0.0200,0.5475,0.6653
32,0.6889,1.0000,1.000,0.8689,0.1733,0.0378,0.6520,0.8249
33,0.6711,1.0000,1.000,0.8489,0.1733,0.0222,0.6300,0.7779
34,0.6600,1.0000,1.000,0.8511,0.1778,0.0267,0.6372,0.7914
35,0.7044,1.0000,1.000,0.8378,0.2044,0.0422,0.6161,0.7975
36,0.6378,1.0000,1.000,0.8289,0.2000,0.0289,0.6381,0.8235
37,0.6156,1.0000,1.000,0.7356,0.2778,0.0133,0.5454,0.6770
38,0.7289,1.0000,1.000,0.8733,0.1689,0.0422,0.6739,0.8530
39,0.6222,1.0000,1.000,0.7822,0.2467,0.0289,0.5482,0.6870
40,0.7422,1.0000,1.000,0.7978,0.2222,0.0200,0.6075,0.7750
41,0.6622,1.0000,1.000,0.7978,0.2200,0.0178,0.6022,0.7576
42,0.6933,1.0000,1.000,0.9000,0.1356,0.0356,0.6933,0.8511
43,0.6711,1.0000,1.000,0.8044,0.2200,0.0244,0.6026,0.7741
44,0.5844,1.0000,1.000,0.7800,0.2600,0.0400,0.5779,0.7654
45,0.6822,1.0000,1.000,0.8467,0.1911,0.0378,0.6226,0.8014
46,0.7133,1.0000,1.000,0.7889,0.2378,0.0267,0.5870,0.7745
47,0.7289,1.0000,1.000,0.7956,0.2178,0.0133,0.6200,0.7961
48,0.6778,1.0000,1.000,0.8067,0.2200,0.0267,0.6178,0.7861
49,0.7422,1.0000,1.000,0.8533,0.1778,0.0289,0.6552,0.8257
50,0.6667,1.0000,1.000,0.7956,0.2311,0.0267,0.6125,0.7815
51,0.6978,1.0000,1.000,0.8022,0.2156,0.0178,0.5968,0.7370
52,0.6422,1.0000,1.000,0.7889,0.2311,0.0200,0.6209,0.8228
53,0.6978,1.0000,1.000,0.7756,0.2422,0.0178,0.6009,0.7808
54,0.6422,1.0000,1.000,0.8156,0.2200,0.0356,0.6331,0.8313
55,0.6556,1.0000,1.000,0.8800,0.1622,0.0422,0.6409,0.8050
56,0.7222,1.0000,1.000,0.8222,0.2133,0.0311,0.6025,0.7711
57,0.6978,1.0000,1.000,0.8267,0.1933,0.0200,0.6092,0.7625
58,0.6511,1.0000,1.000,0.8200,0.1956,0.0156,0.6578,0.8575
59,0.7311,1.0000,1.000,0.8178,0.2089,0.0267,0.6265,0.8073
60,0.7133,1.0000,1.000,0.7533,0.2844,0.0378,0.5347,0.6822
61,0.6844,1.0000,1.000,0.7978,0.2178,0.0156,0.6381,0.8205
