epoch,stability,assigned_frac,anchors_per_gt,DR,miss_frac,dup_frac,cm_mean,cm_median
44,0.6578,1.0000,1.000,0.8822,0.1667,0.0489,0.6262,0.7740
45,0.6844,1.0000,1.000,0.8356,0.2311,0.0622,0.5512,0.6410
46,0.6511,1.0000,1.000,0.8444,0.1844,0.0289,0.5969,0.7281
47,0.7000,1.0000,1.000,0.8511,0.2000,0.0511,0.6162,0.7849
48,0.7289,1.0000,1.000,0.8978,0.1533,0.0489,0.6670,0.8409
49,0.6422,1.0000,1.000,0.9222,0.1467,0.0689,0.6438,0.8026
50,0.6222,1.0000,1.000,0.8756,0.1822,0.0533,0.6132,0.7878
51,0.6378,1.0000,1.000,0.8178,0.2400,0.0533,0.5696,0.7444
52,0.7022,1.0000,1.000,0.8511,0.1844,0.0333,0.6273,0.7925
53,0.6689,1.0000,1.000,0.7400,0.3000,0.0400,0.5012,0.5744
54,0.6622,1.0000,1.000,0.8044,0.2356,0.0400,0.5578,0.6994
55,0.6600,1.0000,1.000,0.8889,0.1800,0.0689,0.6139,0.7749
56,0.6067,1.0000,1.000,0.8911,0.1933,0.0822,0.6080,0.7639
57,0.5756,1.0000,1.000,0.8600,0.2000,0.0600,0.6126,0.7757
58,0.6667,1.0000,1.000,0.8978,0.1489,0.0444,0.6761,0.8357
59,0.6644,1.0000,1.000,0.8600,0.2089,0.0689,0.6072,0.7826
60,0.6911,1.0000,1.000,0.8489,0.2000,0.0489,0.6025,0.7719
61,0.6667,1.0000,1.000,0.7800,0.2533,0.0333,0.5753,0.7177
62,0.6622,1.0000,1.000,0.8422,0.2111,0.0533,0.6182,0.7943
63,0.6133,1.0000,1.000,0.7933,0.2489,0.0422,0.5529,0.6754
64,0.5911,1.0000,1.000,0.8489,0.1889,0.0356,0.6464,0.8190
65,0.5489,1.0000,1.000,0.7356,0.3000,0.0356,0.5397,0.6645
66,0.5444,1.0000,1.000,0.8622,0.1844,0.0467,0.6406,0.8069
67,0.5667,1.0000,1.000,0.7311,0.3111,0.0422,0.5152,0.6078
68,0.6378,1.0000,1.000,0.8689,0.2000,0.0689,0.5958,0.7297
69,0.6400,1.0000,1.000,0.7622,0.2644,0.0267,0.5474,0.6692
70,0.6378,1.0000,1.000,0.8244,0.2244,0.0489,0.5983,0.7475
71,0.6978,1.0000,1.000,0.8622,0.2022,0.0622,0.6229,0.8093
72,0.6800,1.0000,1.000,0.8622,0.1933,0.0533,0.6219,0.7839
73,0.6956,1.0000,1.000,0.8867,0.1778,0.0600,0.6501,0.8195
74,0.7067,1.0000,1.000,0.8578,0.1933,0.0511,0.6205,0.8074
75,0.5978,1.0000,1.000,0.7578,0.2756,0.0333,0.5565,0.6986
76,0.6356,1.0000,1.000,0.7867,0.2556,0.0400,0.5812,0.7517
77,0.6622,1.0000,1.000,0.6733,0.3444,0.0156,0.5182,0.6671
78,0.6578,1.0000,1.000,0.8333,0.2022,0.0356,0.6303,0.8030
79,0.7044,1.0000,1.000,0.8111,0.2244,0.0356,0.6305,0.8345
80,0.6889,1.0000,1.000,0.7178,0.3400,0.0556,0.4990,0.5447
81,0.7378,1.0000,1.000,0.8044,0.2444,0.0467,0.5666,0.7054
82,0.7044,1.0000,1.000,0.7933,0.2444,0.0378,0.5867,0.7589
83,0.6600,1.0000,1.000,0.7378,0.2978,0.0356,0.5269,0.6339
84,0.7067,1.0000,1.000,0.8533,0.1822,0.0356,0.6261,0.7905
85,0.7400,1.0000,1.000,0.8511,0.1978,0.0489,0.6330,0.8258
86,0.7156,1.0000,1.000,0.8089,0.2156,0.0244,0.6341,0.8052
87,0.6844,1.0000,1.000,0.7178,0.3111,0.0289,0.5344,0.6681
88,0.6556,1.0000,1.000,0.8089,0.2356,0.0444,0.5887,0.7579
89,0.7244,1.0000,1.000,0.8378,0.1978,0.0356,0.6514,0.8298
90,0.7378,1.0000,1.000,0.8533,0.1889,0.0422,0.6427,0.8259
91,0.5444,1.0000,1.000,0.7756,0.2933,0.0667,0.5243,0.6345
92,0.6089,1.0000,1.000,0.8422,0.2089,0.0511,0.6401,0.8240
93,0.7622,1.0000,1.000,0.8756,0.1689,0.0444,0.6520,0.8234
94,0.7422,1.0000,1.000,0.8911,0.1711,0.0622,0.6574,0.8388
95,0.6689,1.0000,1.000,0.8133,0.2333,0.0467,0.5992,0.7633
96,0.6533,1.0000,1.000,0.7911,0.2444,0.0356,0.6076,0.7939
97,0.6200,1.0000,1.000,0.8111,0.2356,0.0467,0.6200,0.8002
98,0.6778,1.0000,1.000,0.8044,0.2489,0.0533,0.6184,0.8239
99,1.0000,1.0000,1.000,0.8044,0.2489,0.0533,0.6184,0.8239
