epoch,stability,assigned_frac,anchors_per_gt,DR,miss_frac,dup_frac,cm_mean,cm_median
25,0.6889,1.0000,1.000,0.8822,0.2200,0.1000,0.5562,0.6863
26,0.6889,1.0000,1.000,0.8822,0.2044,0.0867,0.5225,0.5926
27,0.6311,1.0000,1.000,0.9378,0.1578,0.0933,0.6055,0.7501
28,0.6133,1.0000,1.000,0.8111,0.2644,0.0756,0.5131,0.5554
29,0.6956,1.0000,1.000,0.9111,0.1867,0.0956,0.5937,0.7492
30,0.7133,1.0000,1.000,0.8733,0.2000,0.0733,0.6015,0.7673
31,0.6378,1.0000,1.000,0.9133,0.1644,0.0778,0.6126,0.7648
32,0.6778,1.0000,1.000,0.8800,0.2000,0.0778,0.5751,0.7001
33,0.6667,1.0000,1.000,0.8333,0.2311,0.0644,0.5345,0.6446
34,0.6289,1.0000,1.000,0.9578,0.1200,0.0778,0.6643,0.8275
35,0.7133,1.0000,1.000,0.8733,0.1733,0.0467,0.6375,0.8009
36,0.6311,1.0000,1.000,0.9067,0.1556,0.0578,0.6522,0.8250
37,0.6800,1.0000,1.000,0.8178,0.2111,0.0289,0.6244,0.8045
38,0.7667,1.0000,1.000,0.9067,0.1533,0.0600,0.6449,0.7943
39,0.7000,1.0000,1.000,0.8489,0.2067,0.0556,0.5737,0.6967
40,0.6178,1.0000,1.000,0.7778,0.2511,0.0289,0.5517,0.6760
41,0.6244,1.0000,1.000,0.7644,0.2911,0.0556,0.5033,0.5428
42,0.6578,1.0000,1.000,0.9311,0.1311,0.0600,0.6404,0.7823
43,0.7089,1.0000,1.000,0.8667,0.2022,0.0667,0.5734,0.6994
44,0.7400,1.0000,1.000,0.8622,0.1756,0.0378,0.5991,0.7076
45,0.7044,1.0000,1.000,0.8822,0.1778,0.0578,0.5909,0.7007
46,0.5867,1.0000,1.000,0.9067,0.1711,0.0756,0.5881,0.7433
47,0.5933,1.0000,1.000,0.8844,0.1911,0.0756,0.6138,0.7818
48,0.6822,1.0000,1.000,0.8467,0.1889,0.0356,0.6480,0.8277
49,0.6711,1.0000,1.000,0.8778,0.1867,0.0644,0.5961,0.7636
50,0.6222,1.0000,1.000,0.8867,0.1844,0.0644,0.6281,0.8114
51,0.6489,1.0000,1.000,0.8578,0.1956,0.0533,0.6127,0.7542
52,0.7356,1.0000,1.000,0.8244,0.2289,0.0533,0.5694,0.7079
53,0.6778,1.0000,1.000,0.8267,0.2222,0.0489,0.5570,0.6871
54,0.5978,1.0000,1.000,0.7778,0.2644,0.0422,0.5601,0.6728
55,0.6444,1.0000,1.000,0.8422,0.2200,0.0600,0.5906,0.7244
56,0.6956,1.0000,1.000,0.7911,0.2533,0.0444,0.5672,0.7137
57,0.7044,1.0000,1.000,0.8778,0.1800,0.0578,0.6105,0.7521
58,0.6800,1.0000,1.000,0.8778,0.1889,0.0622,0.6203,0.7890
59,0.6556,1.0000,1.000,0.9156,0.1356,0.0511,0.6739,0.8350
60,0.7089,1.0000,1.000,0.9044,0.1556,0.0600,0.6466,0.7968
61,0.7444,1.0000,1.000,0.8200,0.2044,0.0244,0.5947,0.7431
62,0.5889,1.0000,1.000,0.8689,0.1756,0.0444,0.6395,0.8067
63,0.6511,1.0000,1.000,0.8222,0.2311,0.0533,0.5798,0.7074
64,0.6711,1.0000,1.000,0.8022,0.2400,0.0422,0.5762,0.7144
65,0.7044,1.0000,1.000,0.8889,0.1756,0.0600,0.6363,0.8030
66,0.7133,1.0000,1.000,0.7911,0.2200,0.0111,0.6047,0.7537
67,0.7089,1.0000,1.000,0.8222,0.2200,0.0422,0.5922,0.7397
68,0.6533,1.0000,1.000,0.8444,0.2089,0.0533,0.6051,0.7553
69,0.7089,1.0000,1.000,0.8378,0.2244,0.0622,0.5761,0.7043
70,0.6244,1.0000,1.000,0.8511,0.1889,0.0400,0.6438,0.8071
71,0.7022,1.0000,1.000,0.8489,0.1778,0.0267,0.6301,0.7627
72,0.6889,1.0000,1.000,0.8956,0.1578,0.0489,0.6751,0.8540
73,0.7067,1.0000,1.000,0.8333,0.2067,0.0400,0.6208,0.7913
74,0.6844,1.0000,1.000,0.7911,0.2400,0.0311,0.5650,0.6811
75,0.6867,1.0000,1.000,0.8711,0.1778,0.0489,0.6613,0.8230
76,0.6844,1.0000,1.000,0.8244,0.2244,0.0467,0.6161,0.7960
77,0.7200,1.0000,1.000,0.7867,0.2400,0.0267,0.6267,0.7909
78,0.6889,1.0000,1.000,0.8178,0.2400,0.0578,0.5965,0.7560
79,0.6711,1.0000,1.000,0.7889,0.2289,0.0178,0.5939,0.7391
80,0.6200,1.0000,1.000,0.8533,0.2133,0.0644,0.5899,0.7424
81,0.7044,1.0000,1.000,0.6511,0.3689,0.0200,0.4921,0.5667
82,0.6400,1.0000,1.000,0.8356,0.1956,0.0311,0.6497,0.8248
83,0.6800,1.0000,1.000,0.8844,0.1844,0.0667,0.6280,0.7956
84,0.6556,1.0000,1.000,0.7689,0.2689,0.0378,0.5401,0.6907
85,0.6422,1.0000,1.000,0.8422,0.2089,0.0511,0.6278,0.8118
86,0.7000,1.0000,1.000,0.8178,0.2200,0.0378,0.6058,0.7816
87,0.6578,1.0000,1.000,0.8467,0.2089,0.0533,0.6167,0.7664
88,0.6844,1.0000,1.000,0.7933,0.2467,0.0400,0.5612,0.6937
89,0.6422,1.0000,1.000,0.7467,0.2756,0.0222,0.5795,0.7306
90,0.6822,1.0000,1.000,0.6867,0.3356,0.0222,0.5154,0.6335
91,0.5956,1.0000,1.000,0.7689,0.2622,0.0311,0.5719,0.7404
92,0.7111,1.0000,1.000,0.8556,0.1889,0.0444,0.6266,0.7891
93,0.6956,1.0000,1.000,0.8800,0.1889,0.0689,0.6529,0.8434
94,0.7467,1.0000,1.000,0.8533,0.2022,0.0556,0.6212,0.7879
95,0.6933,1.0000,1.000,0.8511,0.1889,0.0400,0.6378,0.8074
96,0.6422,1.0000,1.000,0.7600,0.2911,0.0489,0.5571,0.7221
97,0.6044,1.0000,1.000,0.8022,0.2556,0.0556,0.5821,0.7546
98,1.0000,1.0000,1.000,0.8022,0.2556,0.0556,0.5821,0.7546
