epoch,stability,assigned_frac,anchors_per_gt,DR,miss_frac,dup_frac,cm_mean,cm_median
50,0.7289,1.0000,1.000,0.8933,0.1778,0.0667,0.6277,0.8037
51,0.6556,1.0000,1.000,0.8711,0.1933,0.0622,0.6042,0.7592
52,0.5511,1.0000,1.000,0.8822,0.1600,0.0422,0.6855,0.8488
53,0.6067,1.0000,1.000,0.7444,0.2933,0.0378,0.4896,0.5464
54,0.6222,1.0000,1.000,0.9022,0.1689,0.0711,0.6349,0.8067
55,0.6311,1.0000,1.000,0.8867,0.1756,0.0622,0.6244,0.7874
56,0.5889,1.0000,1.000,0.4733,0.5400,0.0133,0.3663,0.2035
57,0.6533,1.0000,1.000,0.8178,0.2400,0.0556,0.5726,0.7199
58,0.7156,1.0000,1.000,0.8133,0.2378,0.0511,0.5895,0.7649
59,0.7044,1.0000,1.000,0.8578,0.2111,0.0689,0.5936,0.7633
60,0.6956,1.0000,1.000,0.8089,0.2267,0.0356,0.5837,0.7274
61,0.6289,1.0000,1.000,0.7000,0.3378,0.0378,0.5091,0.6115
62,0.6933,1.0000,1.000,0.8489,0.2022,0.0511,0.6025,0.7770
63,0.6622,1.0000,1.000,0.8356,0.2022,0.0378,0.5970,0.7458
64,0.6689,1.0000,1.000,0.8022,0.2467,0.0489,0.5482,0.6833
65,0.6311,1.0000,1.000,0.8311,0.2200,0.0511,0.5955,0.7550
66,0.6222,1.0000,1.000,0.7911,0.2467,0.0378,0.5605,0.7034
67,0.6533,1.0000,1.000,0.8378,0.2178,0.0556,0.6079,0.7963
68,0.7733,1.0000,1.000,0.8244,0.2289,0.0511,0.5753,0.7141
69,0.6689,1.0000,1.000,0.7022,0.3311,0.0333,0.4963,0.5753
70,0.6044,1.0000,1.000,0.7733,0.2578,0.0289,0.5688,0.7144
71,0.6489,1.0000,1.000,0.8089,0.2333,0.0422,0.6059,0.7782
72,0.6378,1.0000,1.000,0.8844,0.1578,0.0422,0.6558,0.8082
73,0.6600,1.0000,1.000,0.7778,0.2733,0.0511,0.5598,0.7290
74,0.6778,1.0000,1.000,0.7778,0.2556,0.0333,0.5806,0.7379
75,0.6689,1.0000,1.000,0.8289,0.2044,0.0333,0.6236,0.7845
76,0.6956,1.0000,1.000,0.8067,0.2200,0.0267,0.6155,0.7680
77,0.6267,1.0000,1.000,0.7800,0.2533,0.0333,0.5595,0.7017
78,0.7578,1.0000,1.000,0.7889,0.2556,0.0422,0.5704,0.7206
79,0.6622,1.0000,1.000,0.8022,0.2311,0.0333,0.5937,0.7592
80,0.6333,1.0000,1.000,0.8933,0.1733,0.0667,0.6415,0.8123
81,0.6222,1.0000,1.000,0.6289,0.3933,0.0222,0.4523,0.4531
82,0.7067,1.0000,1.000,0.8533,0.1956,0.0489,0.6318,0.8184
83,0.6889,1.0000,1.000,0.7956,0.2444,0.0400,0.6044,0.7957
84,0.6667,1.0000,1.000,0.8000,0.2311,0.0289,0.5737,0.7159
85,0.6533,1.0000,1.000,0.8467,0.2133,0.0578,0.6253,0.7869
86,0.7000,1.0000,1.000,0.8244,0.2200,0.0444,0.6095,0.7988
87,0.6889,1.0000,1.000,0.8200,0.2244,0.0444,0.5799,0.7281
88,0.6422,1.0000,1.000,0.7422,0.2822,0.0244,0.5546,0.6770
89,0.6778,1.0000,1.000,0.8644,0.1778,0.0400,0.6710,0.8349
90,0.7378,1.0000,1.000,0.7778,0.2644,0.0422,0.5585,0.6807
91,0.7111,1.0000,1.000,0.8289,0.2044,0.0333,0.6166,0.7742
92,0.6778,1.0000,1.000,0.7756,0.2533,0.0289,0.5640,0.6794
93,0.6578,1.0000,1.000,0.8822,0.1756,0.0578,0.6555,0.8367
94,0.6978,1.0000,1.000,0.8711,0.1911,0.0622,0.6329,0.7984
95,0.6933,1.0000,1.000,0.8156,0.2267,0.0422,0.6226,0.8092
96,0.6778,1.0000,1.000,0.8178,0.2044,0.0222,0.6350,0.8025
97,0.7356,1.0000,1.000,0.6289,0.3844,0.0133,0.5001,0.5970
98,0.6511,1.0000,1.000,0.7444,0.2933,0.0356,0.5550,0.7163
99,0.7200,1.0000,1.000,0.8111,0.2244,0.0333,0.6107,0.7745
100,1.0000,1.0000,1.000,0.8111,0.2244,0.0333,0.6107,0.7745
