epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
28,9976.71,1.54513,0.8706,0.00675,0.80062,0.75134,0.8249,0.57873,1.5358,1.2417,0.02427,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345
29,10324.4,1.55414,0.87104,0.0067,0.80307,0.75178,0.82694,0.57896,1.56541,1.26597,0.02556,0.0293662,0.00978873,0.0293662,0.00978873,0.0293662,0.00978873,0.0293662,0.00978873
30,10785.6,1.57913,0.86429,0.00654,0.81771,0.78877,0.86475,0.62349,1.42727,1.13055,0.02232,0.0293205,0.00977349,0.0293205,0.00977349,0.0293205,0.00977349,0.0293205,0.00977349
31,11139,1.54281,0.8503,0.00636,0.7629,0.74583,0.81451,0.58357,1.56208,1.28026,0.02679,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773
32,11491.7,1.52633,0.83015,0.00639,0.78745,0.76154,0.8277,0.58665,1.51038,1.19676,0.02387,0.0292244,0.00974145,0.0292244,0.00974145,0.0292244,0.00974145,0.0292244,0.00974145
33,11867.6,1.54106,0.8153,0.0063,0.73569,0.74697,0.79393,0.55187,1.61819,1.32624,0.02726,0.029174,0.00972466,0.029174,0.00972466,0.029174,0.00972466,0.029174,0.00972466
34,12219.3,1.53708,0.82808,0.00646,0.79145,0.76767,0.83561,0.58842,1.50627,1.21743,0.02436,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736
35,12630.7,1.50762,0.82269,0.00634,0.767,0.7139,0.80254,0.56934,1.54159,1.29842,0.02529,0.0290686,0.00968955,0.0290686,0.00968955,0.0290686,0.00968955,0.0290686,0.00968955
36,12982.5,1.48822,0.79904,0.00629,0.78858,0.78032,0.8433,0.60266,1.46651,1.14036,0.0225,0.0290137,0.00967122,0.0290137,0.00967122,0.0290137,0.00967122,0.0290137,0.00967122
37,13364.4,1.49322,0.78481,0.00615,0.77336,0.75274,0.82528,0.58939,1.57275,1.31425,0.02676,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239
38,13662.4,1.48496,0.77618,0.00615,0.7832,0.7567,0.82137,0.58056,1.55339,1.30439,0.02618,0.0288992,0.00963306,0.0288992,0.00963306,0.0288992,0.00963306,0.0288992,0.00963306
39,14091.1,1.45793,0.76807,0.0062,0.7863,0.7615,0.80808,0.56445,1.58552,1.29351,0.02565,0.0288397,0.00961322,0.0288397,0.00961322,0.0288397,0.00961322,0.0288397,0.00961322
40,14413.2,1.48399,0.78556,0.00613,0.78138,0.75863,0.82374,0.58413,1.48726,1.25493,0.02284,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289
41,14745,1.46788,0.7575,0.00605,0.82532,0.78625,0.86035,0.60305,1.5806,1.10136,0.02512,0.0287162,0.00957205,0.0287162,0.00957205,0.0287162,0.00957205,0.0287162,0.00957205
42,15101.2,1.48168,0.76638,0.00607,0.80496,0.81084,0.86628,0.61996,1.46491,1.02821,0.02172,0.0286522,0.00955072,0.0286522,0.00955072,0.0286522,0.00955072,0.0286522,0.00955072
43,15432,1.45439,0.74604,0.00583,0.81714,0.79351,0.87281,0.6178,1.46879,1.02083,0.023,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
44,15716,1.46219,0.75145,0.00585,0.80759,0.79077,0.85856,0.59977,1.50046,1.10284,0.02375,0.0285197,0.00950658,0.0285197,0.00950658,0.0285197,0.00950658,0.0285197,0.00950658
45,16087.1,1.42923,0.72901,0.00588,0.77172,0.74304,0.81404,0.57339,1.43159,1.22092,0.02086,0.0284513,0.00948377,0.0284513,0.00948377,0.0284513,0.00948377,0.0284513,0.00948377
46,16449.9,1.45379,0.7336,0.00576,0.80956,0.77564,0.84099,0.59921,1.52572,1.16805,0.02557,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
47,16734.8,1.43899,0.73197,0.00587,0.83888,0.7537,0.85118,0.6169,1.42603,1.12618,0.02083,0.0283101,0.00943671,0.0283101,0.00943671,0.0283101,0.00943671,0.0283101,0.00943671
48,17088.9,1.45046,0.73855,0.00567,0.83403,0.83102,0.89533,0.65158,1.40054,0.98376,0.0202,0.0282374,0.00941245,0.0282374,0.00941245,0.0282374,0.00941245,0.0282374,0.00941245
49,17369,1.43971,0.72483,0.0057,0.79349,0.77935,0.83579,0.58395,1.51158,1.20956,0.02363,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
50,17680.6,1.41349,0.72405,0.00569,0.79206,0.76242,0.82619,0.5818,1.58864,1.28396,0.02594,0.0280875,0.00936251,0.0280875,0.00936251,0.0280875,0.00936251,0.0280875,0.00936251
51,18079.1,1.42178,0.72296,0.00578,0.79596,0.72171,0.79825,0.57514,1.42914,1.32585,0.02166,0.0280105,0.00933683,0.0280105,0.00933683,0.0280105,0.00933683,0.0280105,0.00933683
52,18463.3,1.41427,0.70948,0.00563,0.85098,0.77566,0.85763,0.62226,1.41241,1.17167,0.0197,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
53,18820.4,1.41439,0.70531,0.00556,0.81362,0.73709,0.83146,0.58992,1.48601,1.29215,0.02218,0.0278522,0.00928405,0.0278522,0.00928405,0.0278522,0.00928405,0.0278522,0.00928405
54,19115.4,1.40153,0.69406,0.00559,0.80097,0.74752,0.82467,0.58354,1.4716,1.27923,0.02214,0.0277709,0.00925697,0.0277709,0.00925697,0.0277709,0.00925697,0.0277709,0.00925697
55,19412.6,1.39747,0.70617,0.00563,0.81514,0.76278,0.83466,0.59417,1.57736,1.21541,0.02607,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
56,19797.5,1.38086,0.69539,0.00561,0.80996,0.78798,0.85191,0.60977,1.45713,1.14261,0.02238,0.0276043,0.00920142,0.0276043,0.00920142,0.0276043,0.00920142,0.0276043,0.00920142
57,20125.5,1.40731,0.69583,0.00549,0.81502,0.75911,0.83375,0.58322,1.56979,1.22507,0.02412,0.0275189,0.00917296,0.0275189,0.00917296,0.0275189,0.00917296,0.0275189,0.00917296
58,20463,1.40541,0.68954,0.0054,0.80899,0.76159,0.83001,0.59487,1.52046,1.27288,0.0255,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
59,20853.1,1.37443,0.67729,0.00536,0.83482,0.7515,0.83154,0.58191,1.55077,1.34172,0.02505,0.0273441,0.00911469,0.0273441,0.00911469,0.0273441,0.00911469,0.0273441,0.00911469
60,21186.8,1.371,0.6691,0.00542,0.8211,0.77487,0.84335,0.5853,1.53895,1.22135,0.02473,0.0272546,0.00908488,0.0272546,0.00908488,0.0272546,0.00908488,0.0272546,0.00908488
61,21525.1,1.37039,0.67869,0.00542,0.81663,0.75603,0.84974,0.61089,1.44901,1.12471,0.02174,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
62,21937.2,1.36748,0.67671,0.00533,0.83052,0.76221,0.84911,0.61269,1.45408,1.19884,0.02264,0.0270718,0.00902395,0.0270718,0.00902395,0.0270718,0.00902395,0.0270718,0.00902395
63,22260.5,1.37353,0.66636,0.00534,0.7686,0.78203,0.82872,0.59582,1.44632,1.23003,0.02084,0.0269785,0.00899282,0.0269785,0.00899282,0.0269785,0.00899282,0.0269785,0.00899282
64,22531.1,1.34242,0.66023,0.00555,0.78021,0.7522,0.82039,0.60323,1.46368,1.28865,0.02312,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
65,22842.4,1.34816,0.65256,0.00545,0.78723,0.74483,0.80985,0.57226,1.53578,1.27042,0.02309,0.0267878,0.00892928,0.0267878,0.00892928,0.0267878,0.00892928,0.0267878,0.00892928
66,23210.6,1.3706,0.65931,0.00525,0.82737,0.74038,0.82028,0.60315,1.52308,1.33954,0.02512,0.0266906,0.00889687,0.0266906,0.00889687,0.0266906,0.00889687,0.0266906,0.00889687
67,23521.8,1.34344,0.66204,0.00525,0.79692,0.74122,0.82341,0.58843,1.40941,1.29091,0.02044,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
68,23936.7,1.3461,0.64879,0.00527,0.80017,0.74578,0.82775,0.60861,1.42027,1.2745,0.02154,0.0264924,0.00883079,0.0264924,0.00883079,0.0264924,0.00883079,0.0264924,0.00883079
69,24216,1.34319,0.64218,0.00536,0.82048,0.76235,0.83508,0.59988,1.48703,1.28226,0.024,0.0263914,0.00879713,0.0263914,0.00879713,0.0263914,0.00879713,0.0263914,0.00879713
70,24495.6,1.32384,0.64367,0.00525,0.81033,0.75366,0.82946,0.60073,1.4491,1.21324,0.02218,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305
71,24792.6,1.33604,0.64221,0.00525,0.81777,0.77463,0.85606,0.6127,1.4699,1.17117,0.02197,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857
72,25205.8,1.34364,0.64774,0.00522,0.82909,0.77567,0.85522,0.61721,1.4163,1.15285,0.02176,0.026081,0.00869368,0.026081,0.00869368,0.026081,0.00869368,0.026081,0.00869368
73,25704.1,1.32616,0.63215,0.00509,0.81014,0.8043,0.85587,0.60794,1.46682,1.17014,0.02184,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
74,26268.2,1.33047,0.63724,0.00515,0.83205,0.77434,0.86149,0.62634,1.39632,1.13258,0.02178,0.0258681,0.00862271,0.0258681,0.00862271,0.0258681,0.00862271,0.0258681,0.00862271
75,26638.3,1.30718,0.6184,0.00511,0.80998,0.78428,0.85204,0.62496,1.42871,1.15888,0.02148,0.0257599,0.00858664,0.0257599,0.00858664,0.0257599,0.00858664,0.0257599,0.00858664
76,27159.8,1.29915,0.61368,0.00506,0.81125,0.74689,0.82545,0.60905,1.4669,1.3239,0.02273,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018
77,27653.7,1.30108,0.62115,0.0051,0.82595,0.74303,0.82977,0.59056,1.48887,1.33658,0.02256,0.02554,0.00851333,0.02554,0.00851333,0.02554,0.00851333,0.02554,0.00851333
78,28075.1,1.29092,0.61876,0.00499,0.80052,0.78381,0.83868,0.61022,1.44606,1.19117,0.02204,0.0254283,0.00847611,0.0254283,0.00847611,0.0254283,0.00847611,0.0254283,0.00847611
79,28412.1,1.28485,0.6101,0.00516,0.84413,0.75806,0.8598,0.61447,1.50275,1.163,0.02474,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851
80,28833.3,1.2787,0.60981,0.00506,0.81646,0.72185,0.82768,0.59205,1.44431,1.26483,0.02288,0.0252016,0.00840054,0.0252016,0.00840054,0.0252016,0.00840054,0.0252016,0.00840054
81,29286.1,1.27604,0.60349,0.00496,0.78138,0.75589,0.82338,0.59531,1.49322,1.33053,0.02349,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622
82,29842.8,1.28277,0.60713,0.00502,0.82887,0.77757,0.85123,0.61467,1.41241,1.16654,0.02034,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349
83,30298.5,1.27504,0.59867,0.00501,0.81563,0.76919,0.84254,0.60633,1.43995,1.17257,0.02239,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443
84,30712.6,1.26448,0.59658,0.00504,0.82661,0.79411,0.86026,0.62811,1.37139,1.13174,0.01986,0.024735,0.00824502,0.024735,0.00824502,0.024735,0.00824502,0.024735,0.00824502
85,31021,1.25498,0.58515,0.00494,0.82755,0.79237,0.85638,0.6084,1.4931,1.18263,0.02205,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525
86,31470.3,1.26935,0.58089,0.0048,0.82848,0.77731,0.85297,0.60726,1.41751,1.17544,0.02059,0.0244954,0.00816514,0.0244954,0.00816514,0.0244954,0.00816514,0.0244954,0.00816514
87,31936.3,1.26142,0.57859,0.00479,0.81966,0.76072,0.83084,0.59349,1.5233,1.31096,0.02444,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468
88,32366.6,1.26149,0.58595,0.00482,0.77756,0.7518,0.81771,0.58012,1.54864,1.30889,0.02524,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389
89,32712.9,1.25591,0.57287,0.00482,0.84419,0.78124,0.8527,0.60623,1.47644,1.19023,0.02223,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277
90,33123.6,1.23875,0.58194,0.00491,0.82459,0.78502,0.85413,0.62386,1.42394,1.15682,0.02242,0.0240039,0.00800131,0.0240039,0.00800131,0.0240039,0.00800131,0.0240039,0.00800131
91,33748.3,1.26386,0.58113,0.00481,0.81304,0.79599,0.84542,0.60751,1.50338,1.29658,0.02383,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
92,34183.2,1.25064,0.58515,0.00482,0.83711,0.79066,0.85988,0.62582,1.44859,1.15054,0.02218,0.0237523,0.00791744,0.0237523,0.00791744,0.0237523,0.00791744,0.0237523,0.00791744
93,34628.9,1.22334,0.5662,0.00481,0.85087,0.78965,0.86125,0.62122,1.45267,1.18471,0.02228,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503
94,35216.5,1.25595,0.5765,0.0048,0.83966,0.76946,0.84439,0.59609,1.53286,1.22142,0.02462,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231
95,35659,1.21724,0.56609,0.00478,0.79863,0.7686,0.8288,0.60964,1.40607,1.2718,0.0201,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929
96,36030.4,1.24335,0.57505,0.00472,0.83086,0.76015,0.83624,0.61721,1.365,1.22325,0.01843,0.0232379,0.00774596,0.0232379,0.00774596,0.0232379,0.00774596,0.0232379,0.00774596
97,36485.5,1.23298,0.56428,0.00464,0.83338,0.7861,0.85596,0.62186,1.40672,1.17566,0.01992,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234
98,36851.4,1.21903,0.56475,0.00475,0.84825,0.75862,0.85064,0.62904,1.39517,1.19197,0.01977,0.0229753,0.00765843,0.0229753,0.00765843,0.0229753,0.00765843,0.0229753,0.00765843
