epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,119.298,2.48929,3.26105,0.00883,0.75407,0.71348,0.77538,0.59826,1.4553,1.65532,0.01575,0.00993289,0.00331096,0.00993289,0.00331096,0.0768233,0.0702013,0.00993289,0.00331096
2,188.269,2.3849,1.51604,0.00847,0.81584,0.73767,0.83196,0.60768,1.69585,1.56313,0.02247,0.0199323,0.00664411,0.0199323,0.00664411,0.0534894,0.0402012,0.0199323,0.00664411
3,248.858,2.44212,1.46269,0.00876,0.71534,0.67267,0.72844,0.53671,1.72031,1.84057,0.02303,0.0299296,0.00997655,0.0299296,0.00997655,0.0301533,0.0102003,0.0299296,0.00997655
4,306.915,2.45218,1.4749,0.00928,0.75033,0.7935,0.83108,0.59525,1.73817,1.36792,0.02295,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756
5,365.364,2.44475,1.43228,0.00922,0.75719,0.69224,0.76154,0.5416,1.83186,1.76709,0.02821,0.029987,0.00999566,0.029987,0.00999566,0.029987,0.00999566,0.029987,0.00999566
6,423.66,2.40043,1.36902,0.00911,0.74481,0.77181,0.819,0.57153,1.86523,1.43887,0.02794,0.0299796,0.00999322,0.0299796,0.00999322,0.0299796,0.00999322,0.0299796,0.00999322
7,482.148,2.39032,1.31605,0.00889,0.74297,0.72916,0.79435,0.55702,1.86835,1.55974,0.02521,0.0299707,0.00999023,0.0299707,0.00999023,0.0299707,0.00999023,0.0299707,0.00999023
8,540.483,2.37457,1.29108,0.0088,0.74431,0.73739,0.79959,0.56698,1.85129,1.45767,0.02623,0.0299601,0.00998671,0.0299601,0.00998671,0.0299601,0.00998671,0.0299601,0.00998671
9,599.049,2.34034,1.26008,0.00862,0.82073,0.75498,0.85577,0.60143,1.79605,1.25414,0.02402,0.0299479,0.00998264,0.0299479,0.00998264,0.0299479,0.00998264,0.0299479,0.00998264
10,657.473,2.31019,1.24191,0.00844,0.77889,0.73573,0.81135,0.56949,1.89306,1.54226,0.02731,0.0299341,0.00997803,0.0299341,0.00997803,0.0299341,0.00997803,0.0299341,0.00997803
11,716.133,2.27233,1.19283,0.00832,0.77293,0.74397,0.80863,0.58515,1.73969,1.48313,0.02451,0.0299187,0.00997288,0.0299187,0.00997288,0.0299187,0.00997288,0.0299187,0.00997288
12,774.326,2.24269,1.1616,0.00851,0.77289,0.75013,0.82367,0.58843,1.79439,1.46052,0.02681,0.0299016,0.0099672,0.0299016,0.0099672,0.0299016,0.0099672,0.0299016,0.0099672
13,832.649,2.2829,1.15748,0.00822,0.79746,0.78236,0.85926,0.61849,1.80614,1.23836,0.02253,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097
14,890.778,2.20983,1.14527,0.00821,0.76228,0.76854,0.819,0.56731,1.88129,1.41281,0.02736,0.0298626,0.0099542,0.0298626,0.0099542,0.0298626,0.0099542,0.0298626,0.0099542
15,949.43,2.21177,1.1271,0.00812,0.7751,0.78013,0.84839,0.60514,1.76872,1.33552,0.02451,0.0298407,0.0099469,0.0298407,0.0099469,0.0298407,0.0099469,0.0298407,0.0099469
16,1007.75,2.21118,1.10406,0.00803,0.77454,0.75064,0.8196,0.58062,1.80359,1.43999,0.0254,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906
17,1066.28,2.20372,1.09623,0.00796,0.79343,0.74504,0.82315,0.57766,1.89459,1.56028,0.02926,0.029792,0.00993068,0.029792,0.00993068,0.029792,0.00993068,0.029792,0.00993068
18,1124.48,2.17094,1.09281,0.0079,0.78507,0.75099,0.82441,0.58912,1.83537,1.44277,0.02721,0.0297653,0.00992177,0.0297653,0.00992177,0.0297653,0.00992177,0.0297653,0.00992177
19,1182.85,2.17046,1.07007,0.00793,0.78814,0.77736,0.84262,0.61129,1.73254,1.33655,0.02348,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232
20,1241.14,2.15418,1.05464,0.00789,0.79443,0.76454,0.83533,0.59093,1.80199,1.33159,0.02485,0.029707,0.00990234,0.029707,0.00990234,0.029707,0.00990234,0.029707,0.00990234
21,1299.73,2.1294,1.05437,0.00785,0.78694,0.72998,0.81697,0.5885,1.8471,1.52902,0.02927,0.0296755,0.00989183,0.0296755,0.00989183,0.0296755,0.00989183,0.0296755,0.00989183
22,1357.78,2.12793,1.05008,0.00786,0.83294,0.74419,0.85118,0.62207,1.78852,1.40438,0.0261,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079
23,1416.49,2.12162,1.02405,0.00769,0.83931,0.74395,0.8593,0.61271,1.79346,1.22218,0.02535,0.0296076,0.00986922,0.0296076,0.00986922,0.0296076,0.00986922,0.0296076,0.00986922
24,1474.91,2.10833,1.0101,0.00767,0.81071,0.76392,0.85479,0.61239,1.76596,1.35342,0.02618,0.0295713,0.00985711,0.0295713,0.00985711,0.0295713,0.00985711,0.0295713,0.00985711
25,1533.42,2.06808,0.99546,0.0075,0.80666,0.78907,0.85976,0.61507,1.8149,1.24376,0.02562,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449
26,1591.74,2.09282,0.98814,0.00752,0.7893,0.76883,0.83521,0.60278,1.7866,1.54335,0.02465,0.029494,0.00983133,0.029494,0.00983133,0.029494,0.00983133,0.029494,0.00983133
27,1649.95,2.10127,1.00452,0.00746,0.7917,0.73636,0.81612,0.60292,1.8057,1.40693,0.02656,0.029453,0.00981765,0.029453,0.00981765,0.029453,0.00981765,0.029453,0.00981765
28,1708.17,2.01187,0.97292,0.0075,0.79115,0.74989,0.82122,0.6026,1.72841,1.49525,0.02367,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345
29,1766.42,2.03309,0.97425,0.0075,0.78764,0.73535,0.81603,0.60038,1.82268,1.53256,0.0274,0.0293662,0.00978873,0.0293662,0.00978873,0.0293662,0.00978873,0.0293662,0.00978873
30,1824.68,2.07786,0.97782,0.00741,0.7917,0.75337,0.83528,0.61266,1.7142,1.39193,0.02308,0.0293205,0.00977349,0.0293205,0.00977349,0.0293205,0.00977349,0.0293205,0.00977349
31,1882.97,2.04409,0.96432,0.00727,0.79395,0.71456,0.80369,0.58924,1.76725,1.58589,0.02482,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773
32,1941.13,2.01709,0.95943,0.0073,0.79576,0.75205,0.8254,0.57404,1.87766,1.41364,0.02462,0.0292244,0.00974145,0.0292244,0.00974145,0.0292244,0.00974145,0.0292244,0.00974145
33,1999.69,2.04955,0.94467,0.00732,0.76955,0.78593,0.84628,0.61558,1.74096,1.41044,0.02384,0.029174,0.00972466,0.029174,0.00972466,0.029174,0.00972466,0.029174,0.00972466
34,2057.91,2.0235,0.95382,0.00737,0.80961,0.77899,0.85992,0.61749,1.82273,1.37046,0.02666,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736
35,2116.21,2.01145,0.94228,0.00734,0.72689,0.69723,0.7847,0.55302,1.87501,1.71248,0.02697,0.0290686,0.00968955,0.0290686,0.00968955,0.0290686,0.00968955,0.0290686,0.00968955
36,2174.38,1.96816,0.90967,0.00722,0.81092,0.76157,0.84316,0.61688,1.72751,1.3826,0.02402,0.0290137,0.00967122,0.0290137,0.00967122,0.0290137,0.00967122,0.0290137,0.00967122
37,2233.17,1.97226,0.92089,0.00713,0.83357,0.78161,0.87055,0.62394,1.81604,1.37095,0.02577,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239
38,2291.54,1.96448,0.90213,0.00704,0.81896,0.77063,0.85668,0.60937,1.8598,1.31505,0.02634,0.0288992,0.00963306,0.0288992,0.00963306,0.0288992,0.00963306,0.0288992,0.00963306
39,2349.78,1.95222,0.90179,0.00711,0.83695,0.78274,0.86463,0.61528,1.82663,1.27064,0.02531,0.0288397,0.00961322,0.0288397,0.00961322,0.0288397,0.00961322,0.0288397,0.00961322
40,2407.85,1.98715,0.92644,0.00714,0.75596,0.78409,0.82829,0.60357,1.7822,1.43201,0.0235,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289
41,2466.28,1.9648,0.88304,0.007,0.79715,0.74922,0.83866,0.60964,1.79023,1.32904,0.02471,0.0287162,0.00957205,0.0287162,0.00957205,0.0287162,0.00957205,0.0287162,0.00957205
42,2524.65,1.97718,0.90174,0.00705,0.79051,0.78733,0.84945,0.61386,1.74629,1.29385,0.02387,0.0286522,0.00955072,0.0286522,0.00955072,0.0286522,0.00955072,0.0286522,0.00955072
43,2583.07,1.94349,0.88496,0.00682,0.79235,0.77973,0.82174,0.6031,1.81045,1.62726,0.02743,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
44,2641.41,1.95963,0.88878,0.00687,0.82141,0.79013,0.85781,0.62504,1.76152,1.37545,0.0243,0.0285197,0.00950658,0.0285197,0.00950658,0.0285197,0.00950658,0.0285197,0.00950658
45,2700.21,1.92169,0.86433,0.00687,0.78676,0.79944,0.85384,0.62963,1.68474,1.27723,0.0208,0.0284513,0.00948377,0.0284513,0.00948377,0.0284513,0.00948377,0.0284513,0.00948377
46,2758.56,1.94705,0.87963,0.00675,0.77644,0.78027,0.83751,0.60205,1.78387,1.48643,0.02466,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
47,2816.71,1.92002,0.8636,0.00678,0.80214,0.72085,0.81405,0.58515,1.76749,1.56912,0.02423,0.0283101,0.00943671,0.0283101,0.00943671,0.0283101,0.00943671,0.0283101,0.00943671
48,2875.25,1.96939,0.87436,0.00672,0.78719,0.78356,0.8506,0.63616,1.66482,1.32782,0.02071,0.0282374,0.00941245,0.0282374,0.00941245,0.0282374,0.00941245,0.0282374,0.00941245
49,2933.97,1.93813,0.86548,0.00669,0.77465,0.77755,0.84035,0.61045,1.74518,1.41864,0.02269,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
50,2992.23,1.92134,0.86098,0.00679,0.79107,0.76303,0.83486,0.61539,1.7483,1.50745,0.02598,0.0280875,0.00936251,0.0280875,0.00936251,0.0280875,0.00936251,0.0280875,0.00936251
51,3050.89,1.92046,0.84877,0.00675,0.80929,0.75838,0.83515,0.59785,1.86095,1.47642,0.02751,0.0280105,0.00933683,0.0280105,0.00933683,0.0280105,0.00933683,0.0280105,0.00933683
52,3109.52,1.91602,0.84682,0.00665,0.84238,0.78766,0.86542,0.63899,1.69832,1.35114,0.02282,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
53,3168.15,1.9091,0.84263,0.00655,0.80508,0.79141,0.85005,0.63162,1.69602,1.42131,0.02271,0.0278522,0.00928405,0.0278522,0.00928405,0.0278522,0.00928405,0.0278522,0.00928405
54,3226.38,1.89466,0.84117,0.00666,0.79477,0.74186,0.82229,0.59994,1.80649,1.6713,0.02556,0.0277709,0.00925697,0.0277709,0.00925697,0.0277709,0.00925697,0.0277709,0.00925697
55,3284.42,1.8936,0.84689,0.00665,0.76383,0.7756,0.83445,0.58772,1.87321,1.42506,0.02684,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
56,3342.77,1.86691,0.83447,0.00663,0.79494,0.7725,0.83575,0.61139,1.78448,1.58255,0.02445,0.0276043,0.00920142,0.0276043,0.00920142,0.0276043,0.00920142,0.0276043,0.00920142
57,3401.11,1.91384,0.84636,0.00649,0.82986,0.76488,0.84406,0.60219,1.82225,1.51825,0.02622,0.0275189,0.00917296,0.0275189,0.00917296,0.0275189,0.00917296,0.0275189,0.00917296
58,3459.38,1.92223,0.83854,0.00648,0.81421,0.80527,0.869,0.64088,1.6765,1.34249,0.02235,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
59,3518.07,1.86939,0.81577,0.00643,0.79524,0.79246,0.84954,0.62736,1.74432,1.35478,0.02478,0.0273441,0.00911469,0.0273441,0.00911469,0.0273441,0.00911469,0.0273441,0.00911469
60,3576.52,1.86449,0.80768,0.0065,0.81832,0.77813,0.84671,0.61607,1.80372,1.45056,0.02567,0.0272546,0.00908488,0.0272546,0.00908488,0.0272546,0.00908488,0.0272546,0.00908488
61,3635.28,1.86557,0.81807,0.00648,0.79928,0.79287,0.86366,0.63722,1.6922,1.33387,0.02234,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
62,3693.61,1.86523,0.82264,0.00638,0.81481,0.76529,0.84488,0.61384,1.78102,1.45192,0.02353,0.0270718,0.00902395,0.0270718,0.00902395,0.0270718,0.00902395,0.0270718,0.00902395
63,3752.14,1.86743,0.81044,0.00641,0.78633,0.76611,0.83765,0.61724,1.72189,1.4219,0.02292,0.0269785,0.00899282,0.0269785,0.00899282,0.0269785,0.00899282,0.0269785,0.00899282
64,3810.1,1.81279,0.80936,0.00658,0.80998,0.78339,0.85852,0.62668,1.74135,1.33696,0.02375,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
65,3868.82,1.83261,0.79996,0.00643,0.79363,0.7756,0.8341,0.61043,1.74349,1.46921,0.02251,0.0267878,0.00892928,0.0267878,0.00892928,0.0267878,0.00892928,0.0267878,0.00892928
66,3926.92,1.86155,0.80775,0.00628,0.81227,0.78193,0.8511,0.6095,1.7628,1.50088,0.02422,0.0266906,0.00889687,0.0266906,0.00889687,0.0266906,0.00889687,0.0266906,0.00889687
67,3985.25,1.83397,0.81568,0.00626,0.78272,0.78633,0.84493,0.62561,1.6639,1.43796,0.02206,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
68,4043.2,1.84177,0.80334,0.00636,0.77744,0.78556,0.83871,0.62495,1.67208,1.40722,0.02305,0.0264924,0.00883079,0.0264924,0.00883079,0.0264924,0.00883079,0.0264924,0.00883079
69,4101.73,1.81733,0.7863,0.00636,0.81251,0.80969,0.86555,0.6433,1.68128,1.35352,0.02194,0.0263914,0.00879713,0.0263914,0.00879713,0.0263914,0.00879713,0.0263914,0.00879713
70,4160.21,1.82002,0.79003,0.00634,0.8096,0.76048,0.83877,0.6121,1.77502,1.52006,0.02476,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305
71,4218.57,1.84182,0.80838,0.0064,0.84535,0.78329,0.86962,0.63807,1.73454,1.24589,0.02272,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857
72,4276.65,1.84112,0.79994,0.00625,0.81535,0.80491,0.86387,0.65228,1.60891,1.31655,0.02053,0.026081,0.00869368,0.026081,0.00869368,0.026081,0.00869368,0.026081,0.00869368
73,4335.65,1.80932,0.77448,0.00613,0.78635,0.77763,0.83429,0.61559,1.74229,1.54101,0.02423,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
74,4394.06,1.82405,0.79667,0.0062,0.80967,0.77228,0.83765,0.59878,1.8064,1.46415,0.02553,0.0258681,0.00862271,0.0258681,0.00862271,0.0258681,0.00862271,0.0258681,0.00862271
75,4452.54,1.77418,0.77828,0.00614,0.78254,0.76452,0.82219,0.60515,1.7564,1.59731,0.02316,0.0257599,0.00858664,0.0257599,0.00858664,0.0257599,0.00858664,0.0257599,0.00858664
76,4510.88,1.78829,0.76382,0.0062,0.79907,0.71858,0.81831,0.60309,1.76324,1.62518,0.02426,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018
77,4569.45,1.77731,0.76065,0.00614,0.78696,0.75029,0.81451,0.5931,1.81687,1.70031,0.02603,0.02554,0.00851333,0.02554,0.00851333,0.02554,0.00851333,0.02554,0.00851333
78,4627.89,1.77375,0.75596,0.00602,0.81439,0.76645,0.83707,0.60365,1.81163,1.44957,0.02596,0.0254283,0.00847611,0.0254283,0.00847611,0.0254283,0.00847611,0.0254283,0.00847611
79,4686.33,1.75799,0.75567,0.00621,0.83882,0.77105,0.86292,0.60062,1.82809,1.3094,0.02415,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851
80,4744.6,1.74857,0.75405,0.00614,0.77689,0.77516,0.82957,0.60838,1.72299,1.58256,0.02245,0.0252016,0.00840054,0.0252016,0.00840054,0.0252016,0.00840054,0.0252016,0.00840054
81,4802.98,1.75529,0.75561,0.00602,0.8037,0.7466,0.81621,0.59251,1.79664,1.62576,0.02548,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622
82,4861.17,1.77771,0.76541,0.00615,0.81312,0.78944,0.85376,0.61971,1.774,1.47727,0.02449,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349
83,4919.52,1.75551,0.74805,0.00605,0.79606,0.76303,0.83636,0.61554,1.73612,1.5212,0.02346,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443
84,4977.61,1.74135,0.73728,0.00609,0.79296,0.77549,0.84341,0.62333,1.71187,1.448,0.02303,0.024735,0.00824502,0.024735,0.00824502,0.024735,0.00824502,0.024735,0.00824502
