epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
85,5036.01,1.72229,0.73602,0.00596,0.79119,0.7945,0.84814,0.62253,1.72698,1.42965,0.02325,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525
86,5094.26,1.74398,0.73386,0.00585,0.81323,0.78576,0.83727,0.61121,1.75983,1.62104,0.02459,0.0244954,0.00816514,0.0244954,0.00816514,0.0244954,0.00816514,0.0244954,0.00816514
87,5152.59,1.72818,0.72005,0.0058,0.79755,0.76408,0.82865,0.61321,1.73053,1.53912,0.02414,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468
88,5210.82,1.74225,0.72896,0.00591,0.84871,0.77059,0.85207,0.62073,1.81065,1.52203,0.02543,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389
89,5269.25,1.73214,0.72949,0.00586,0.79407,0.79233,0.83879,0.61749,1.75199,1.49326,0.02403,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277
90,5327.4,1.69658,0.71647,0.00595,0.83386,0.79379,0.86207,0.62182,1.71738,1.37253,0.02091,0.0240039,0.00800131,0.0240039,0.00800131,0.0240039,0.00800131,0.0240039,0.00800131
91,5385.67,1.75205,0.73163,0.00591,0.78281,0.77317,0.80987,0.60173,1.80712,1.70596,0.02556,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
92,5444.01,1.74042,0.73374,0.00599,0.8195,0.77798,0.84903,0.6379,1.69722,1.50591,0.02248,0.0237523,0.00791744,0.0237523,0.00791744,0.0237523,0.00791744,0.0237523,0.00791744
93,5502.7,1.69217,0.71468,0.00591,0.84041,0.78446,0.85438,0.64012,1.70997,1.46616,0.02278,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503
94,5561,1.74046,0.73106,0.00591,0.81291,0.77383,0.84007,0.6247,1.7165,1.50407,0.0233,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231
95,5619.24,1.67985,0.70693,0.00582,0.81261,0.75313,0.84168,0.62556,1.71025,1.49831,0.02291,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929
96,5677.27,1.726,0.725,0.00578,0.81343,0.75745,0.8275,0.62151,1.68114,1.51298,0.0229,0.0232379,0.00774596,0.0232379,0.00774596,0.0232379,0.00774596,0.0232379,0.00774596
97,5735.78,1.7223,0.71689,0.00571,0.80737,0.79027,0.84451,0.63236,1.69299,1.40844,0.02266,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234
98,5794.13,1.68777,0.71286,0.00582,0.82306,0.77146,0.84344,0.62396,1.7108,1.5187,0.02296,0.0229753,0.00765843,0.0229753,0.00765843,0.0229753,0.00765843,0.0229753,0.00765843
99,5852.61,1.68211,0.70843,0.00568,0.81343,0.76817,0.83837,0.62153,1.68684,1.54238,0.02345,0.0228427,0.00761423,0.0228427,0.00761423,0.0228427,0.00761423,0.0228427,0.00761423
100,5911.09,1.68656,0.70636,0.00574,0.83503,0.74313,0.82787,0.60519,1.80331,1.69286,0.02552,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976
101,5969.71,1.70563,0.7072,0.00575,0.78023,0.75496,0.8192,0.60685,1.76059,1.67633,0.02502,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
102,6027.75,1.68517,0.70943,0.0057,0.83079,0.79696,0.85857,0.62707,1.72721,1.38362,0.02298,0.0224399,0.00747997,0.0224399,0.00747997,0.0224399,0.00747997,0.0224399,0.00747997
103,6086.11,1.64524,0.70118,0.00571,0.79857,0.77,0.84,0.6164,1.72881,1.54507,0.02348,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468
104,6144.29,1.65957,0.69642,0.00569,0.81254,0.80329,0.85422,0.63234,1.73035,1.50203,0.02392,0.0221674,0.00738913,0.0221674,0.00738913,0.0221674,0.00738913,0.0221674,0.00738913
105,6202.74,1.66813,0.69576,0.00568,0.78629,0.80371,0.85056,0.62721,1.7072,1.43321,0.02344,0.0220299,0.00734332,0.0220299,0.00734332,0.0220299,0.00734332,0.0220299,0.00734332
106,6261.09,1.67976,0.70494,0.00558,0.8278,0.74205,0.83737,0.61173,1.70655,1.50216,0.02211,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725
107,6319.42,1.66904,0.71083,0.00569,0.80761,0.74639,0.82088,0.60824,1.73552,1.57527,0.02424,0.0217528,0.00725094,0.0217528,0.00725094,0.0217528,0.00725094,0.0217528,0.00725094
108,6377.74,1.67769,0.68879,0.00556,0.81818,0.75961,0.83019,0.61984,1.74652,1.61782,0.02337,0.0216132,0.00720439,0.0216132,0.00720439,0.0216132,0.00720439,0.0216132,0.00720439
109,6436.42,1.64052,0.6847,0.00563,0.82103,0.7733,0.83788,0.62884,1.67491,1.51272,0.02275,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761
110,6494.46,1.64739,0.6798,0.00552,0.82073,0.78839,0.84442,0.62598,1.75432,1.47081,0.02375,0.0213318,0.00711059,0.0213318,0.00711059,0.0213318,0.00711059,0.0213318,0.00711059
111,6552.86,1.66063,0.69101,0.00549,0.81134,0.75131,0.82329,0.616,1.7284,1.5943,0.02309,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335
112,6611.53,1.60986,0.66642,0.00554,0.81603,0.73544,0.81391,0.6131,1.68461,1.6617,0.02128,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588
113,6670.21,1.64891,0.68415,0.00556,0.81794,0.76607,0.84298,0.62387,1.70878,1.47411,0.02145,0.0209046,0.0069682,0.0209046,0.0069682,0.0209046,0.0069682,0.0209046,0.0069682
114,6728.91,1.65001,0.67985,0.00555,0.81058,0.74902,0.81358,0.59579,1.78875,1.68529,0.02386,0.0207609,0.00692031,0.0207609,0.00692031,0.0207609,0.00692031,0.0207609,0.00692031
115,6787.2,1.64732,0.67252,0.00552,0.82686,0.77153,0.84251,0.62354,1.67405,1.50167,0.02009,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222
116,6845.4,1.59885,0.65616,0.00554,0.79924,0.77344,0.83896,0.62305,1.72656,1.52011,0.0229,0.0204718,0.00682392,0.0204718,0.00682392,0.0204718,0.00682392,0.0204718,0.00682392
117,6903.93,1.62173,0.6724,0.00534,0.79976,0.75993,0.8253,0.60873,1.76099,1.62776,0.02217,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543
118,6962.44,1.65406,0.67915,0.00537,0.8176,0.73819,0.82371,0.60632,1.77994,1.63543,0.02425,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675
119,7020.7,1.58346,0.64825,0.00547,0.80285,0.76173,0.82993,0.60238,1.79748,1.61221,0.0237,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789
120,7078.47,1.57413,0.6439,0.00534,0.80124,0.75388,0.8235,0.6021,1.75648,1.64448,0.02306,0.0198865,0.00662885,0.0198865,0.00662885,0.0198865,0.00662885,0.0198865,0.00662885
121,7136.77,1.58191,0.64958,0.00535,0.80252,0.77623,0.83473,0.61992,1.72631,1.59784,0.02274,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
122,7195.01,1.57835,0.63828,0.0054,0.79119,0.7572,0.81162,0.59929,1.77062,1.61923,0.02472,0.0195908,0.00653025,0.0195908,0.00653025,0.0195908,0.00653025,0.0195908,0.00653025
