epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,731.31,1.03559,0.63167,0.00487,0.79813,0.7259,0.816,0.58851,1.12197,1.0688,0.02155,0.0299187,0.00997288,0.0299187,0.00997288,0.0299187,0.00997288,0.0299187,0.00997288
12,789.432,1.02489,0.6335,0.00498,0.77293,0.74925,0.81804,0.57983,1.16091,1.14723,0.02268,0.0299016,0.0099672,0.0299016,0.0099672,0.0299016,0.0099672,0.0299016,0.0099672
13,849.638,1.03052,0.60361,0.00476,0.83252,0.80389,0.87885,0.63861,1.0544,0.85739,0.01919,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097
14,907.935,1.00908,0.60462,0.00484,0.78517,0.77529,0.82972,0.58672,1.12779,0.9197,0.02075,0.0298626,0.0099542,0.0298626,0.0099542,0.0298626,0.0099542,0.0298626,0.0099542
15,965.42,1.00859,0.60343,0.00472,0.78765,0.76969,0.84407,0.5915,1.1426,1.03264,0.02128,0.0298407,0.0099469,0.0298407,0.0099469,0.0298407,0.0099469,0.0298407,0.0099469
16,1023.14,1.0055,0.58874,0.00462,0.79454,0.76371,0.84075,0.59867,1.19478,1.04405,0.02395,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906
17,1080.74,0.99005,0.58161,0.00456,0.81881,0.73233,0.83272,0.60409,1.10428,1.06234,0.02049,0.029792,0.00993068,0.029792,0.00993068,0.029792,0.00993068,0.029792,0.00993068
18,1138.16,0.9865,0.56864,0.00457,0.74944,0.73131,0.79219,0.56474,1.23166,1.21027,0.02546,0.0297653,0.00992177,0.0297653,0.00992177,0.0297653,0.00992177,0.0297653,0.00992177
19,1195.77,0.97439,0.55955,0.00455,0.7808,0.77177,0.82138,0.59916,1.09301,1.04325,0.02063,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232
20,1252.82,0.97582,0.55445,0.00454,0.75252,0.73263,0.7998,0.56675,1.1619,1.14193,0.02323,0.029707,0.00990234,0.029707,0.00990234,0.029707,0.00990234,0.029707,0.00990234
21,1310.46,0.9627,0.5574,0.00455,0.80215,0.76212,0.83816,0.60551,1.10566,1.05395,0.02023,0.0296755,0.00989183,0.0296755,0.00989183,0.0296755,0.00989183,0.0296755,0.00989183
22,1368.51,0.9702,0.55856,0.00451,0.80104,0.74268,0.82885,0.60455,1.03933,0.99316,0.01843,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079
23,1427.02,0.95919,0.54343,0.00436,0.79911,0.74766,0.82445,0.59022,1.15126,1.14315,0.02246,0.0296076,0.00986922,0.0296076,0.00986922,0.0296076,0.00986922,0.0296076,0.00986922
24,1485.57,0.95846,0.54094,0.00442,0.801,0.74364,0.81199,0.57886,1.21446,1.18163,0.02583,0.0295713,0.00985711,0.0295713,0.00985711,0.0295713,0.00985711,0.0295713,0.00985711
25,1543.1,0.94716,0.52668,0.00437,0.7766,0.74154,0.83254,0.58615,1.21237,1.07869,0.0248,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449
26,1600.9,0.94812,0.52141,0.00434,0.80133,0.78805,0.85853,0.61504,1.11933,0.90528,0.02075,0.029494,0.00983133,0.029494,0.00983133,0.029494,0.00983133,0.029494,0.00983133
27,1660.09,0.95137,0.5245,0.00436,0.78873,0.73243,0.80819,0.59059,1.1559,1.16254,0.02243,0.029453,0.00981765,0.029453,0.00981765,0.029453,0.00981765,0.029453,0.00981765
28,1721.1,0.93594,0.52566,0.00444,0.76564,0.77369,0.82914,0.60717,1.10188,1.04809,0.02035,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345
29,1780.31,0.93984,0.52703,0.00444,0.74177,0.67338,0.75302,0.5372,1.23772,1.36132,0.02537,0.0293662,0.00978873,0.0293662,0.00978873,0.0293662,0.00978873,0.0293662,0.00978873
30,1838.04,0.93906,0.5136,0.00425,0.77431,0.75671,0.83506,0.60456,1.14802,1.01172,0.02309,0.0293205,0.00977349,0.0293205,0.00977349,0.0293205,0.00977349,0.0293205,0.00977349
31,1895.78,0.93103,0.50471,0.00417,0.7738,0.71786,0.80028,0.57203,1.20398,1.23937,0.02483,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773
32,1953.24,0.9175,0.50243,0.00419,0.79122,0.7688,0.82194,0.5827,1.21145,1.19019,0.02443,0.0292244,0.00974145,0.0292244,0.00974145,0.0292244,0.00974145,0.0292244,0.00974145
33,2011.33,0.92452,0.49565,0.00413,0.79816,0.74665,0.83354,0.60318,1.12642,1.09694,0.02181,0.029174,0.00972466,0.029174,0.00972466,0.029174,0.00972466,0.029174,0.00972466
34,2068.56,0.92302,0.50196,0.00425,0.81992,0.77509,0.86148,0.62871,1.0994,0.89705,0.02049,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736
35,2125.98,0.92033,0.4999,0.00432,0.758,0.73064,0.79678,0.56223,1.15843,1.11784,0.02296,0.0290686,0.00968955,0.0290686,0.00968955,0.0290686,0.00968955,0.0290686,0.00968955
36,2183.09,0.90557,0.49539,0.00423,0.84431,0.76294,0.86483,0.60887,1.16267,0.91729,0.02229,0.0290137,0.00967122,0.0290137,0.00967122,0.0290137,0.00967122,0.0290137,0.00967122
37,2241.25,0.91309,0.48251,0.00423,0.81724,0.77782,0.85169,0.60691,1.14587,0.95343,0.02284,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239
38,2298.52,0.90186,0.47043,0.00418,0.83,0.7608,0.85101,0.62597,1.11924,1.02257,0.02201,0.0288992,0.00963306,0.0288992,0.00963306,0.0288992,0.00963306,0.0288992,0.00963306
39,2355.75,0.89306,0.4734,0.0042,0.74709,0.76552,0.82466,0.59073,1.10047,0.98386,0.01964,0.0288397,0.00961322,0.0288397,0.00961322,0.0288397,0.00961322,0.0288397,0.00961322
40,2415.08,0.90801,0.47972,0.00415,0.82012,0.75553,0.84344,0.59982,1.16797,1.07205,0.02195,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289
41,2476.47,0.89414,0.46944,0.00403,0.79425,0.77652,0.83155,0.60453,1.13548,1.12866,0.02209,0.0287162,0.00957205,0.0287162,0.00957205,0.0287162,0.00957205,0.0287162,0.00957205
42,2539.45,0.90385,0.47913,0.00412,0.84828,0.7699,0.86895,0.6301,1.0416,0.87413,0.01737,0.0286522,0.00955072,0.0286522,0.00955072,0.0286522,0.00955072,0.0286522,0.00955072
43,2601.89,0.88774,0.47021,0.00394,0.79009,0.78904,0.85102,0.60503,1.1643,0.9937,0.02279,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
44,2660.88,0.89156,0.46297,0.00395,0.80151,0.79504,0.87466,0.62111,1.15845,0.90425,0.02205,0.0285197,0.00950658,0.0285197,0.00950658,0.0285197,0.00950658,0.0285197,0.00950658
45,2718.85,0.87249,0.45628,0.00396,0.81498,0.78188,0.85378,0.60631,1.09094,0.9397,0.01959,0.0284513,0.00948377,0.0284513,0.00948377,0.0284513,0.00948377,0.0284513,0.00948377
46,2776.1,0.88608,0.4629,0.00392,0.8211,0.79189,0.86757,0.64069,1.02539,0.91334,0.01839,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
47,2833.34,0.87897,0.45324,0.00395,0.801,0.77834,0.84712,0.59966,1.06085,0.96802,0.01801,0.0283101,0.00943671,0.0283101,0.00943671,0.0283101,0.00943671,0.0283101,0.00943671
48,2890.69,0.87904,0.45548,0.00377,0.78367,0.76544,0.84379,0.621,1.01259,0.9519,0.01708,0.0282374,0.00941245,0.0282374,0.00941245,0.0282374,0.00941245,0.0282374,0.00941245
49,2948.28,0.88246,0.45758,0.00388,0.7914,0.7954,0.85388,0.62878,1.05304,1.03501,0.01966,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
50,3006.3,0.87535,0.45596,0.00393,0.79021,0.77192,0.83821,0.61752,1.06834,1.05539,0.01971,0.0280875,0.00936251,0.0280875,0.00936251,0.0280875,0.00936251,0.0280875,0.00936251
51,3063.78,0.87487,0.45369,0.00396,0.77267,0.73457,0.81433,0.60139,1.18082,1.19971,0.02442,0.0280105,0.00933683,0.0280105,0.00933683,0.0280105,0.00933683,0.0280105,0.00933683
52,3121.69,0.86886,0.4487,0.00381,0.80078,0.79939,0.85527,0.62982,1.01259,0.93298,0.01761,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
53,3179.86,0.86887,0.4452,0.00377,0.76085,0.72008,0.80394,0.58307,1.08991,1.16905,0.01986,0.0278522,0.00928405,0.0278522,0.00928405,0.0278522,0.00928405,0.0278522,0.00928405
54,3237.23,0.86307,0.4401,0.00382,0.75566,0.77112,0.83717,0.62505,1.05373,1.06203,0.01934,0.0277709,0.00925697,0.0277709,0.00925697,0.0277709,0.00925697,0.0277709,0.00925697
55,3294.86,0.85291,0.44102,0.00374,0.7934,0.73505,0.82313,0.60159,1.06579,0.99852,0.01926,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
56,3351.82,0.84646,0.43475,0.0038,0.77034,0.7466,0.81721,0.59246,1.07342,1.06191,0.01858,0.0276043,0.00920142,0.0276043,0.00920142,0.0276043,0.00920142,0.0276043,0.00920142
57,3409.75,0.86824,0.44195,0.00373,0.77809,0.74167,0.81658,0.57451,1.18178,1.16311,0.02231,0.0275189,0.00917296,0.0275189,0.00917296,0.0275189,0.00917296,0.0275189,0.00917296
58,3467.07,0.8655,0.43512,0.00371,0.82929,0.72936,0.83438,0.61559,1.03901,1.00704,0.01822,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
59,3524.24,0.84641,0.42943,0.00366,0.78845,0.6909,0.79778,0.58158,1.14221,1.21869,0.02261,0.0273441,0.00911469,0.0273441,0.00911469,0.0273441,0.00911469,0.0273441,0.00911469
60,3581.53,0.84688,0.42908,0.00371,0.78318,0.70419,0.7844,0.57085,1.15189,1.22338,0.02261,0.0272546,0.00908488,0.0272546,0.00908488,0.0272546,0.00908488,0.0272546,0.00908488
61,3639.27,0.84497,0.42874,0.0037,0.82005,0.77409,0.85276,0.62726,1.03837,1.01579,0.01885,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
62,3696.63,0.84454,0.43119,0.00366,0.82371,0.73318,0.83104,0.61341,1.01373,0.97709,0.01686,0.0270718,0.00902395,0.0270718,0.00902395,0.0270718,0.00902395,0.0270718,0.00902395
63,3754.45,0.84681,0.42691,0.00362,0.79106,0.71917,0.80639,0.5914,1.05656,1.14114,0.01874,0.0269785,0.00899282,0.0269785,0.00899282,0.0269785,0.00899282,0.0269785,0.00899282
64,3811.67,0.83248,0.4222,0.00384,0.7798,0.68233,0.76207,0.55562,1.1792,1.31035,0.02327,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
65,3868.97,0.84059,0.42261,0.00382,0.77584,0.69095,0.77293,0.56717,1.09528,1.15962,0.01943,0.0267878,0.00892928,0.0267878,0.00892928,0.0267878,0.00892928,0.0267878,0.00892928
66,3926.38,0.83846,0.41427,0.00362,0.76268,0.76108,0.82164,0.61046,1.11624,1.10388,0.02207,0.0266906,0.00889687,0.0266906,0.00889687,0.0266906,0.00889687,0.0266906,0.00889687
67,3983.38,0.83053,0.4187,0.00362,0.81572,0.78335,0.8512,0.6397,0.99093,0.96905,0.01676,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
68,4040.66,0.83243,0.41164,0.00363,0.80244,0.77639,0.85489,0.63592,1.03385,0.96194,0.01852,0.0264924,0.00883079,0.0264924,0.00883079,0.0264924,0.00883079,0.0264924,0.00883079
69,4097.68,0.83197,0.41967,0.00372,0.82204,0.76407,0.84562,0.63431,1.05016,1.06973,0.02,0.0263914,0.00879713,0.0263914,0.00879713,0.0263914,0.00879713,0.0263914,0.00879713
70,4155.06,0.82139,0.41209,0.00356,0.79699,0.7623,0.83344,0.61298,1.09665,1.05734,0.02024,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305
71,4212.44,0.83484,0.41469,0.00362,0.80337,0.77476,0.84696,0.6157,1.12343,1.04277,0.02125,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857
72,4269.56,0.83339,0.41612,0.00359,0.78289,0.795,0.83691,0.61323,1.13626,1.08494,0.02199,0.026081,0.00869368,0.026081,0.00869368,0.026081,0.00869368,0.026081,0.00869368
73,4326.92,0.82355,0.40905,0.00354,0.78979,0.75312,0.81723,0.60803,1.11976,1.17686,0.02131,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
74,4384.02,0.82636,0.41293,0.00357,0.79078,0.76827,0.83836,0.62746,1.11442,1.07115,0.02125,0.0258681,0.00862271,0.0258681,0.00862271,0.0258681,0.00862271,0.0258681,0.00862271
75,4441.22,0.81212,0.40081,0.00351,0.82098,0.75436,0.84614,0.63382,1.07632,0.98988,0.02022,0.0257599,0.00858664,0.0257599,0.00858664,0.0257599,0.00858664,0.0257599,0.00858664
76,4498.82,0.81204,0.39791,0.00351,0.77974,0.78223,0.83416,0.61772,1.06767,0.97196,0.01876,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018
77,4556.31,0.8114,0.39999,0.00351,0.78759,0.67075,0.76664,0.56489,1.18027,1.31093,0.02272,0.02554,0.00851333,0.02554,0.00851333,0.02554,0.00851333,0.02554,0.00851333
78,4613.53,0.80268,0.38766,0.00346,0.81263,0.77514,0.83498,0.61119,1.12126,1.10312,0.02183,0.0254283,0.00847611,0.0254283,0.00847611,0.0254283,0.00847611,0.0254283,0.00847611
79,4670.74,0.80014,0.39154,0.00353,0.84159,0.75832,0.84567,0.63367,1.06142,1.03158,0.01959,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851
80,4728.09,0.79867,0.38823,0.00348,0.79527,0.75167,0.82358,0.61161,1.10453,1.17799,0.02095,0.0252016,0.00840054,0.0252016,0.00840054,0.0252016,0.00840054,0.0252016,0.00840054
81,4785.55,0.79265,0.38637,0.00341,0.82768,0.70472,0.81376,0.59262,1.13117,1.14567,0.02064,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622
82,4843.14,0.80273,0.38123,0.00343,0.80377,0.74347,0.82068,0.61189,1.1333,1.13922,0.02243,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349
83,4900.11,0.79214,0.39342,0.00345,0.83109,0.73795,0.82472,0.61168,1.09191,1.15235,0.02026,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443
84,4958.63,0.79503,0.39034,0.00354,0.80494,0.76743,0.83455,0.6175,1.0929,1.04922,0.02037,0.024735,0.00824502,0.024735,0.00824502,0.024735,0.00824502,0.024735,0.00824502
85,5020.15,0.78001,0.38095,0.00341,0.79919,0.74333,0.81422,0.58275,1.11098,1.14978,0.01996,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525
86,5082.18,0.79277,0.38593,0.00337,0.7841,0.7579,0.81998,0.6128,1.10706,1.1171,0.02079,0.0244954,0.00816514,0.0244954,0.00816514,0.0244954,0.00816514,0.0244954,0.00816514
87,5149.55,0.79067,0.38158,0.00338,0.78475,0.75501,0.81566,0.60677,1.07052,1.03849,0.0194,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468
88,5208.54,0.79386,0.38619,0.00338,0.79674,0.76869,0.83128,0.62302,1.08138,1.08897,0.02052,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389
89,5266.31,0.78732,0.38373,0.00337,0.81301,0.78372,0.84323,0.62662,1.06054,1.03971,0.01883,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277
90,5324.25,0.77983,0.37168,0.00345,0.79145,0.71539,0.79456,0.59521,1.05988,1.19991,0.01922,0.0240039,0.00800131,0.0240039,0.00800131,0.0240039,0.00800131,0.0240039,0.00800131
91,5381.38,0.79168,0.37611,0.00338,0.80282,0.70711,0.80103,0.60172,1.17117,1.26016,0.02398,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
92,5438.9,0.78864,0.37849,0.00339,0.81412,0.74314,0.82504,0.61647,1.14454,1.13539,0.02284,0.0237523,0.00791744,0.0237523,0.00791744,0.0237523,0.00791744,0.0237523,0.00791744
93,5496.07,0.76746,0.36866,0.00338,0.8301,0.77457,0.83907,0.60735,1.11193,1.07987,0.02048,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503
94,5553.62,0.78381,0.37996,0.00336,0.80897,0.75091,0.82967,0.60915,1.12809,1.16032,0.02148,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231
95,5611.03,0.77,0.3744,0.00339,0.82219,0.71856,0.81462,0.60814,1.12929,1.14618,0.02194,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929
96,5668.74,0.78625,0.38093,0.00336,0.78862,0.78462,0.84165,0.60465,1.11924,1.0868,0.02054,0.0232379,0.00774596,0.0232379,0.00774596,0.0232379,0.00774596,0.0232379,0.00774596
