image,n_gt,dr,miss,dup,cm_mean
001--1-_jpg.rf.wkSeYcM5YoL66nCZGlH7.jpg,1,1.0,0,0,0.9162033796310425
001--2-_jpg.rf.7EHquHvIY9vsPYQbsvMP.jpg,2,0.5,1,0,0.4893607534468174
1-1_jpg.rf.dccCthVttEtDYGpWa56D.jpg,1,1.0,0,0,0.7383620142936707
101_1184_jpg.rf.mwnbApr7tM4bxHfAHISo.jpg,1,2.0,0,1,0.2667795419692993
101_1989_jpg.rf.aEBkTDHD43IXVUSlU5XM.jpg,2,1.5,0,1,0.525359034538269
101_2257_jpg.rf.aHGbZRugV1vknghARKLe.jpg,1,1.0,0,0,0.911626935005188
101_2265_jpg.rf.ic06sdv1YV1zRMcxMC61.jpg,1,1.0,0,0,0.6831796765327454
101_2269_jpg.rf.s076KlyzgjjVa3pQWZdN.jpg,1,1.0,0,0,0.9349819421768188
101_2281_jpg.rf.0vhB8rx1VydlzpMTug9i.jpg,2,1.0,0,0,0.6842790096998215
101_2285_jpg.rf.ilx7hI28oV2swsiqjL8y.jpg,1,1.0,0,0,0.8531948328018188
1_1_jpg.rf.SZ7yetOhQSShmXal2O1J.jpg,1,1.0,0,0,0.7932331562042236
2005-mitsubishi-fuso-fm260-18ft-dies-1_jpg.rf.FFc03begTs8TdKM8pB5M.jpg,1,1.0,0,0,0.9397242665290833
2005-mitsubishi-fuso-fm260-18ft-dies-2_jpg.rf.p2kHTS3QvWRWWjkjyf5R.jpg,1,1.0,0,0,0.9197118282318115
2005-mitsubishi-fuso-fm260-18ft-dies-3_jpg.rf.2gHEqMSHoay5guuHWS4X.jpg,1,1.0,0,0,0.9768238663673401
2005-mitsubishi-fuso-fm260-18ft-dies_jpg.rf.kqzVHj7ekIbyccscNANB.jpg,1,1.0,0,0,0.8103031516075134
202005139300424_jpg.rf.Wed0Qpgi0K4kowc4EdsR.jpg,5,0.6000000238418579,2,0,0.4446187175810337
202005139308815_jpg.rf.fMjFWT4ae0HhHQMVrg74.jpg,1,1.0,0,0,0.9553387761116028
202010265448683_jpg.rf.yDK15bISuiQP0Bd7bl4A.jpg,1,1.0,0,0,0.9614171981811523
202010265449562_jpg.rf.TLJ3BbNJTF54QVcVa218.jpg,1,1.0,0,0,0.928632915019989
202012116998536_jpg.rf.AsG6uki2QsY8S2d1g0zP.jpg,1,1.0,0,0,0.9008288383483887
202012117003463_jpg.rf.0jxuAx9DqK3MuLNqEsKV.jpg,2,1.0,0,0,0.7618390619754791
202102179152860_jpg.rf.SR6UpCnkqtsz3sDYYMY9.jpg,4,0.75,1,0,0.39295704383403063
202102179155180_jpg.rf.826yWVJ35QykR4RrTlZD.jpg,1,1.0,0,0,0.9391449689865112
202102179161742_jpg.rf.Xm0Ye5i4jhrAQZjlPziB.jpg,1,1.0,0,0,0.9285216927528381
202102179168359_jpg.rf.JPNqX0WJjWu0CaaDAJ0j.jpg,2,0.5,1,0,0.49449301697313786
202102179172095_jpg.rf.8X8Or3tN3Ve2XUHLsExj.jpg,3,0.6666666865348816,1,0,0.6710729623834292
202103190329292_jpg.rf.RT0UHVQBzQarDvHMk7aP.jpg,1,1.0,0,0,0.8095787167549133
202103190329782_jpg.rf.MyJaeNdadLEIhKZICcL4.jpg,2,0.5,1,0,0.4761738427914679
202103190333991_jpg.rf.D92w3ZYDjJZxyhO2ZqdA.jpg,1,1.0,0,0,0.8898294568061829
202103190333993_jpg.rf.wJkbdWwh9hqsDzWgCe6r.jpg,1,1.0,0,0,0.9357101321220398
202103190333994_jpg.rf.tfIuxqxEmQv3bLAdQpr3.jpg,1,1.0,0,0,0.855885922908783
202103190333999_jpg.rf.ncyhpYHA7OIbdqWOJK3W.jpg,1,1.0,0,0,0.9624807238578796
202103190341597_jpg.rf.sugxrwYfZlQxYq7AP18f.jpg,1,1.0,0,0,0.4906470477581024
202103190347234_jpg.rf.LVKg5g3YhCVbw3EmExuy.jpg,2,1.0,0,0,0.7204932570457458
202103190347603_jpg.rf.mEKioKuEJtLr7CpKjnLk.jpg,1,1.0,0,0,0.6983116865158081
202104071064186_jpg.rf.zqU6TE3CRp8pGxmLNvw9.jpg,1,1.0,0,0,0.9365636110305786
202104071074832_jpg.rf.tQL17FJ2lCvhwQLpl3Us.jpg,1,1.0,0,0,0.9238296151161194
202104071098662_jpg.rf.IucOucAQxSp5CKYW19Gv.jpg,1,1.0,0,0,0.8587173223495483
202104071099817_jpg.rf.LQGNDOnmr8gGOtFEglZ5.jpg,1,1.0,0,0,0.9696354269981384
202104071100235_jpg.rf.qOvpVjfe85RVrjEN4Xov.jpg,1,1.0,0,0,0.9583630561828613
202104091169975_jpg.rf.iZlAyb3OWvCkENRQImng.jpg,2,0.5,1,0,0.9078130722045898
202104091171398_jpg.rf.FndvsKlppgM6EnumPbok.jpg,1,1.0,0,0,0.8470141291618347
202104091171569_jpg.rf.smngu7dqFmIRQ241a0hX.jpg,1,1.0,0,0,0.9557390809059143
202104091185516_jpg.rf.FVbAcO0n6W7cARVmlBYp.jpg,1,1.0,0,0,0.8765660524368286
202104091187351_jpg.rf.ZHmWibbj93jc4agcJ1SI.jpg,2,0.5,1,0,0.509001687169075
202104111224738_jpg.rf.p13hv68uNYNclPkQtVOb.jpg,2,0.5,1,0,0.47521362639963627
202104111224745_jpg.rf.ypDP4xRZLnIPGNWU5fLT.jpg,1,1.0,0,0,0.9395379424095154
202104111224746_jpg.rf.NnVI8sWYQC8jjj2zB5TV.jpg,1,1.0,0,0,0.9452551007270813
202104111224752_jpg.rf.iFJsrYTbL5WD948iEi3I.jpg,3,0.6666666865348816,1,0,0.6294474368526911
202104111242784_jpg.rf.PcgAPR14Ho7mCuaxvYna.jpg,1,1.0,0,0,0.9678794741630554
202104121258726_jpg.rf.BJbLlwt8olIRXeu27hWw.jpg,1,1.0,0,0,0.9594622254371643
202104121259531_jpg.rf.8p5YaVCKC4e1AGBUXOeY.jpg,1,1.0,0,0,0.9710285067558289
202104121264211_jpg.rf.bPLZM5bHJvHij2pCmSps.jpg,2,1.5,0,1,0.6818897724151611
202104121268333_jpg.rf.dr7e7oY1VWx54v9bFj5I.jpg,1,1.0,0,0,0.9426934719085693
202104121270245_jpg.rf.Kwmz367rawZxAC3XvIvS.jpg,1,2.0,0,1,0.15913057327270508
202104141335165_jpg.rf.pqnIjSm7mMqD3hSZXlhg.jpg,1,1.0,0,0,0.9260495901107788
202104141335170_jpg.rf.i7bk0f0ucP9H7Lc3MpUF.jpg,1,1.0,0,0,0.9071301817893982
202104141335173_jpg.rf.Kzr7OhT17cyxkKqGznqG.jpg,1,1.0,0,0,0.8235331773757935
202104141335281_jpg.rf.0nG1MNoWnIeiAKAgisds.jpg,4,0.5,2,0,0.20787876832764596
202104141335282_jpg.rf.DteOqKmlWaeghV3sQ68B.jpg,4,0.5,2,0,0.4194287189748138
202104141335304_jpg.rf.3SX9aiqHw5NqRifQpkfy.jpg,1,1.0,0,0,0.9593132138252258
202104141345532_jpg.rf.UofQyPG6Z5JoaTCiDTbF.jpg,1,1.0,0,0,0.9413782954216003
